product_id,category_id,name,product_slug,brand,model,description,manufacturer,thumbnail_image,rating,price,,,,,,,,,,,,,,
83,1,onn. 70” QLED 4K UHD (2160p) Roku Smart TV with Dolby Atmos; Dolby Vision; Local Dimming; 120hz Effective Refresh Rate; and HDR (100071708),onn.-70”-QLED-4K-UHD-(2160p)-Roku-Smart-TV-with-Dolby-Atmos;-Dolby-Vision;-Local-Dimming;-120hz-Effective-Refresh-Rate;-and-HDR-(100071708),onn.,100071708,"Experience Quantum Dot technology in our newest premium TV. Our new QLED panel leaps beyond the standard LED screen by adding a quantum filter that precisely controls color output; giving you more vibrant colors; deeper blacks and brighter images than ever before. QLED's sharp contrast and upscaling abilities are hallmarks of the step-up from regular LED; granting your 4K and HDR content extra punch and clarity. With 120hz effective refresh rate; you'll experience sharp images while watching sports; or any fast-moving action for smooth on-screen motion. We've also added Dolby Vision® and Dolby Atmos® technologies to give you the most remarkable; immersive experience possible. Dolby Vision HDR maximizes QLED's display potential for a more lifelike and ultravivid picture; while Dolby Atmos introduces audio that surrounds and moves all around you with breathtaking realism. Plus; local dimming creates intense blacks and stunning contrasts with multiple LED zones. Never miss a detail; even in the darkest of scenes.What about that content; you ask? We've partnered with industry-leading Roku to bring you some of the best shows; movies; media and music available. You'll have thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Control your entertainment or even change channels with the Roku voice remote. We'll handle all the software updates as well; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. Watch onn.™We're onn. to something here. We took the hassle out of buying electronics and built a brand that's fresh and simple. With delightful pops of color; finding the right product has never been easier. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple… to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life… like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/90507164-3df4-4f89-bb0e-32fb7d0aa10b.0b1f20200af3e421f7c773f2ea0a4440.jpeg,4.6,528,,,,,,,,,,,,,,
84,1,"Sceptre 75 Class 4K UHD LED TV HDR U750CV-U""","Sceptre-75-Class-4K-UHD-LED-TV-HDR-U750CV-U""",Sceptre,U750CV-U,<p>At 75 inches; you will feel surrounded by eight million pixels that are brought to life by unsurpassed clarity and color. Sceptre 4K Ultra High-Definition displays have four times the number of pixels as Full HD display; turning your shows into an epic UHD viewing experience. Four HDMI ports allow you to connect up to four devices at once; so you can stream; browse and listen to all of your favorite multimedia. The HDMI 2.0 ports allow you to seamlessly stream 4K video to get the most rewarding viewing experience that is available on the market. The innovative USB port further expands functionality; allowing users to listen to music and view digital pictures quickly and conveniently.</p>,Sceptre,https://i5.walmartimages.com/asr/cbeabf2a-4a56-4f8c-b1a1-6fa16e5df489.9a7fd37cd5cbb19e9fca649c10407738.png,3.7,548,,,,,,,,,,,,,,
85,1,"VIZIO 55 Class M-Series 4K QLED HDR Smart TV (Newest Model) M556-H4""","VIZIO-55-Class-M-Series-4K-QLED-HDR-Smart-TV-(Newest-Model)-M556-H4""",VIZIO,M556-H1,Step up to the infinite possibilities of streaming 4K in award winning Quantum Color with the VIZIO M-Series® 55 inch 4K HDR Smart TV that offers over a billion colors for a more nuanced; more immersive range of colors that brings everything you watch to life. UltraBright™ 400 and Dolby Vision high dynamic range bring the image to thrilling new life; combined with the Active Full Array® backlight to enhance contrast and deepen black levels. The lightning-fast IQ Active™ processor boosts overall performance while the V-Gaming Engine™ with Auto Game Mode and ultra low input lag elevates console gaming*. And VIZIO SmartCast™ is now smarter than ever; letting you stream; control and share like never before; with Apple AirPlay 2 and Chromecast built-in in Dolby Vision and HDR10+ for a best in class 4K streaming experience. *Auto low latency mode only compatible with Xbox One X,Vizio,https://i5.walmartimages.com/asr/c04f4421-08a3-4d99-8cd3-7f51da6c802f.59a47c542389eb7ed4daba316cf88d49.jpeg,4.5,577.88,,,,,,,,,,,,,,
86,1,onn. 75” Class 4K UHD (2160P) LED Frameless Roku Smart TV (100044717),onn.-75”-Class-4K-UHD-(2160P)-LED-Frameless-Roku-Smart-TV-(100044717),onn.,100044717,"Binge on movies and TV episodes; news; sports; music and more! We insisted on 4K Ultra High Definition for this 75” LED TV; bringing out more lifelike color; texture and detail. Enjoy an edge-to edge viewing experience too with a low-profile; frameless bezel. We also partnered with Roku to bring you the best possible content with thousands of channels to choose from; conveniently presented through your own customizable home screen. Watch via cable; satellite; HDTV antenna or just start streaming from your favorite app. Like the sound of your own voice? You can actually use it with the Roku mobile app to search for the title; artist; actor or director; or just go old-school with our handy remote. We handle all software updates too; automatically; so all you have to worry about is what to watch. Lose yourself in the ultimate viewing experience. We're onn.™ to something here. Say goodbye to stressful decision-making and fear of the electronics aisle. Our mission is simple…to deliver great products and make it easy. Choose onn. and get back to using your brainpower for the important things in life like pondering the question; What should I binge watch this weekend?""""",onn.,https://i5.walmartimages.com/asr/1c425dbf-f401-4e18-b9a2-f540eb2e7e8c.feed1aa4df32c86d12ec7d01221a91d1.jpeg,4.2,578,,,,,,,,,,,,,,
87,1,"Hisense 75 Class 4K UHD LED LCD Roku Smart TV HDR R6 Series 75R6E4""","Hisense-75-Class-4K-UHD-LED-LCD-Roku-Smart-TV-HDR-R6-Series-75R6E4""",Hisense,75R6E4,R6 Series Hisense 4K UHD LED Roku Smart TV 75 MODEL 75R6E4 75-inches. The Hisense Roku TV R6 Series packs incredible details into a 4K Ultra High Definition picture. The R6 series also features High Dynamic Range (HDR) that boosts color and contrast; and Motion Rate 120 technology which makes it easier to follow fast action scenes. Plus; with Roku TV operating system (OS); it's easier to watch what you love with access to thousands of streaming channels; apps; and live TV. Giving everyone in your household something to enjoy.,Hisense USA Corp.,https://i5.walmartimages.com/asr/9bbfd5a6-07ad-4660-90ef-2b9217443dba.ac35f5dbcdff7e5f0e3342185ac6d709.jpeg,3.8,598,,,,,,,,,,,,,,
88,1,"VIZIO 70 Class V-Series 4K UHD LED Smart TV V705-J03""","VIZIO-70-Class-V-Series-4K-UHD-LED-Smart-TV-V705-J03""",VIZIO,V705-J03,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/21817d32-5ea2-4b49-96ab-f2e9b74a63ef.a9e9ff64d3570b84aa2a8dfb889aa288.jpeg,4.4,598,,,,,,,,,,,,,,
89,1,Hisense 65 Class 4K UHD ULED Quantum Dot Google Smart TV U6H Series (65U6H," 2022 Model)""",Hisense-65-Class-4K-UHD-ULED-Quantum-Dot-Google-Smart-TV-U6H-Series-(65U6H,"-2022-Model)""",Hisense,65U6H,Hisense continues its tradition of bringing affordable televisions with the latest technologies to the masses in the U6H series. In 2021; the U6G series made Quantum Dot Wide Color Gamut more accessible to the masses. In 2022; the U6H series expands on picture quality and audio upgrades and makes the transition to the Google Tv operating system. The U6H series adds HDR10+ Adaptive and Dolby Vision IQ to its already long list of supported HDR formats. These technologies incorporate environment lighting considerations to their HDR interpretations making HDR more accurate given how dark or bright the lighting within the room. Game Mode gets an upgrade to Game Mode Plus and adds variable refresh rate at 60Hz for smoother gaming on next - generation game consoles. With Wisa - ready software; the U6H is now equipped to connect to the latest Wisa - compatible speakers for a complete surround sound experience without the need for running speaker wire throughout the room. Creating even more robust audio and visual experiences without price - gouging the consumer; the 2022 U6 series continues to be the Hisense television that’s great for everyone.,HiSense,https://i5.walmartimages.com/asr/79d5383d-b24a-4e36-9176-ca39cb9670fa.9c7f1176bfb597a52698fc67b146fd4e.png,4.9,598,,,,,,,,,,,,
90,1,"TCL 55 Class 4-Series 4K UHD HDR Roku Smart TV - 55S435""","TCL-55-Class-4-Series-4K-UHD-HDR-Roku-Smart-TV---55S435""",TCL,55S435,<p>The 4-Series Roku TV delivers stunning 4K picture quality with four times the resolution of Full HD for enhanced clarity and detail; as well as endless entertainment with thousands of streaming channels. High dynamic range (HDR) technology delivers bright and accurate colors for a lifelike viewing experience. In addition; your favorite HD shows; movies; and sporting events are upscaled to near Ultra HD resolution with 4K Upscaling. The simple; personalized home screen allows seamless access to thousands of streaming channels; plus your cable box; Blu-ray player; gaming console; and other devices without flipping through inputs or complicated menus. The super-simple remote with about half the number of buttons on a traditional TV remote puts you in control of your favorite entertainment.</p>,TCL,https://i5.walmartimages.com/asr/cfe8dad8-04f5-42b0-8921-757d34d07b1c.e080579f876848580d813a9783cdfdfa.png,4.1,599.99,,,,,,,,,,,,,,
91,1,"SAMSUNG 50 Class Q60A QLED 4K Smart TV QN50Q60AAFXZA""","SAMSUNG-50-Class-Q60A-QLED-4K-Smart-TV-QN50Q60AAFXZA""",SAMSUNG,QN50Q60AAFXZA,SAMSUNG 50 Class Q60A QLED 4K Smart TV QN50Q60AAFXZA<br /><p>Enjoy ultra-intense 4K vivid color and sharpened clarity with the Q60A / Q60AB. It combines Quantum Dot Technology with the power of 100% Color Volume* to deliver a billion of shades for colorful, razor-sharp visuals. The ultra-smart Quantum Processor 4K Lite automatically upscales and transforms your content into 4K. Dual LED** backlighting adjusts and coordinates with content in real time to enhance contrast and detail. Plus, with the rechargeable SolarCell Remote, you can easily access and control Smart TV and all your connected devices. <br /><br /><i>*QLED televisions can produce 100% Color Volume in the DCI-P3 color space," the format for most cinema screens and HDR movies for television.<br />** 32"" Dual LED not available.</i></p>""",Samsung,https://i5.walmartimages.com/asr/88ad7ed0-601e-45a2-9593-f36665430c8b.b4171379de3dfe505a01a9862dd2e193.jpeg,4.7,627.99,,,,,,,,,,
92,1,"SAMSUNG 70 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN70TU7000""","SAMSUNG-70-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN70TU7000""",SAMSUNG,UN70TU7000WXZA,SAMSUNG 70” Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN70TU7000 -  Get enhanced smart capabilities with the TU7000. Crystal Processor 4K automatically upscales your favorite movies; TV shows and sports events to 4K. Smart TV powered by Tizen lets you find content and navigate streaming services easily. PurColor fine tunes colors while HDR steps up to millions of shades of color that go beyond what HDTV can offer. And Direct Lit backlighting technology sharpens visuals and improves clarity.,SAMSUNG,https://i5.walmartimages.com/asr/78d2ce73-66aa-4634-afc7-1858e8a398eb.3e376008d3d4d407238d8969ea96765e.jpeg,4.5,627.99,,,,,,,,,,,,,,
93,1,"TCL 50 Class 5-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 50S535""","TCL-50-Class-5-Series-4K-UHD-Dolby-Vision-HDR-QLED-Roku-Smart-TV---50S535""",TCL,50S535,<p>The TCL 50 inch class 5-Series 4k QLED Smart Roku TV is a stellar visual experience. Elevate your home viewing experience with cinema-inspired technologies that bring out every detail; produce accurate color; and deliver breathtaking contrast; all with incredible realism. Quantum dot technology allows you to experience vivid wide color and striking contrast; matching the format of Hollywood content creators. The premium HDR experience; Dolby Vision offers superior contrast and brighter; more accurate colors. 4K UHD resolution delivers stunning detail and a remarkable visual experience. A dark finish; slim profile and angular metallic feet lend style and sophistication to your home theater. An integrated cable management system makes your TV setup clean and clutter-free all in a design that performs!</p>,TCL,https://i5.walmartimages.com/asr/9c6fa4b8-e715-4688-92d9-a223510a05f1.fe20863340546bd55fd8330b2c8df05d.png,4.2,647.07,,,,,,,,,,,,,,
94,1,"SAMSUNG 65 Class TU8300 Curved 4K Crystal UHD (2160p) LED Smart TV with HDR UN65TU8300FXZA""","SAMSUNG-65-Class-TU8300-Curved-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN65TU8300FXZA""",SAMSUNG,UN65TU8300FXZA,<p>Get all the game-changing clarity of 4K; with an elegant twist. The beautiful curved screen of the 65 Class TU8300 4K Crystal UHD TV is a surefire conversation-starter," and a smart guide makes it easier than ever to find</p>""",SAMSUNG,https://i5.walmartimages.com/asr/39f917b1-3fe9-4205-a4a4-7269b3b1d2d1.0ab63b363b7dcfdc8c134fd4a1b7c29c.jpeg,4.4,647.99,,,,,,,,,,,,,
95,1,"SAMSUNG 65 Class 4K Crystal UHD (2160p) LED Smart TV with HDR UN65AU8000""","SAMSUNG-65-Class-4K-Crystal-UHD-(2160p)-LED-Smart-TV-with-HDR-UN65AU8000""",SAMSUNG,UN65AU8000FXZA,<p>Step up to the AU8000 with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content. Plus 3 HDMI inputs provide plenty of connection options.</p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,647.99,,,,,,,,,,,,,,
96,1,"SAMSUNG 65 Class 4K Crystal UHD (2160P) LED Smart TV with HDR UN65AU8000B""","SAMSUNG-65-Class-4K-Crystal-UHD-(2160P)-LED-Smart-TV-with-HDR-UN65AU8000B""",SAMSUNG,UN65AU8000BXZA,<p>Step up to the AU8000B with upgraded color and 4K essentials. Dynamic Crystal Color injects each scene with millions of vibrant shades of color; while Crystal Processor 4K with UHD Upscaling elevates all your favorite movies; games and shows to gorgeous 4K quality. Smart TV with Multiple Voice Assistants allows you to use your voice to change channels; adjust the volume; or find quickly find content.  Plus 3 HDMI inputs provide plenty of connection options. </p>,SAMSUNG ELECTRONICS AMERICA,https://i5.walmartimages.com/asr/624a267a-f1b2-4db5-a63f-3c1d38efe4df.bac9c34bceb2886f21b07487da4714ec.jpeg,4.6,647.99,,,,,,,,,,,,,,
97,1,"TCL 55 Class 6-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55R635""","TCL-55-Class-6-Series-4K-UHD-Dolby-Vision-HDR-QLED-Roku-Smart-TV---55R635""",TCL,55R635,<p>TCL's 6-Series combines stunning 4K HDR and mini-LED technology in a bold; brushed metal design for a superior TV experience. Quantum Dot technology and the HDR Pro Pack with Dolby Vision combine for greater brightness and contrast; as well as a full palette of rich colors. TCL's Contrast Control Zone technology optimizes the image across individual zones; The 6-Series models; AiPQ Engine uses machine-learning algorithms for an unrivaled 4K HDR experience. Easy Voice Control lets you control your entertainment using just your voice. Arsenal of features including Variable Refresh Rate (VRR) and Auto Game Mode (ALLM); let you enjoy the smoothest action and an optimized fast-response gaming experience on the big screen. Plus; the Roku OS provides seamless access to thousands of streaming channels. The super-simple remote with about half the number of buttons on a traditional TV remote puts you in control of your favorite entertainment.</p>,TCL,https://i5.walmartimages.com/asr/9dc28a09-7d65-47f4-a629-4091a2e55b88.596d0abb4157952100df8a12845bcafd.jpeg,4.2,648,,,,,,,,,,,,,,
98,1,"VIZIO 75 Class V-Series 4K UHD LED Smart TV V755-J04""","VIZIO-75-Class-V-Series-4K-UHD-LED-Smart-TV-V755-J04""",VIZIO,V755-J04,Escape into awesome entertainment with the VIZIO V-Series 4K UHD Smart TV. With epic 4K UHD picture quality;  Dolby Vision Bright Mode; HDR10; a full array backlight; and active pixel tuning; V-Series provides crystal-clear and sharp picture quality. The next-gen speed and power of the VIZIO IQ Active processor brings astonishing detail and vibrancy to your viewing experience.   Take your gaming to a whole new level with the V-Gaming engine which enables sub 10ms input lag; 4K 48-60 fps Variable Refresh Rate; Auto Game Mode; and a newly added gaming menu. Stream it all with the award-winning SmartCast platform loaded with the best selection of built-in apps including WatchFree+ that lets you enjoy free access to live TV and hundreds of free channels right out of the box. Pair your favorite Bluetooth headphones and hear every word – uninterrupted. SmartCast also works with Apple AirPlay 2 and Chromecast built-in; offering unparalleled entertainment in a size that fits your lifestyle. V-series is everything you need and more in a Smart TV delivering a standout experience at an unmatched price.,Vizio,https://i5.walmartimages.com/asr/21817d32-5ea2-4b49-96ab-f2e9b74a63ef.a9e9ff64d3570b84aa2a8dfb889aa288.jpeg,4.4,698,,,,,,,,,,,,,,
99,1,"SAMSUNG 55 Class Q60A QLED 4K Smart TV QN55Q60AAFXZA""","SAMSUNG-55-Class-Q60A-QLED-4K-Smart-TV-QN55Q60AAFXZA""",SAMSUNG,QN55Q60AAFXZA,SAMSUNG 55 Class Q60A QLED 4K Smart TV QN55Q60AAFXZA<br /><p>Enjoy ultra-intense 4K vivid color and sharpened clarity with the Q60A / Q60AB. It combines Quantum Dot Technology with the power of 100% Color Volume* to deliver a billion of shades for colorful, razor-sharp visuals. The ultra-smart Quantum Processor 4K Lite automatically upscales and transforms your content into 4K. Dual LED** backlighting adjusts and coordinates with content in real time to enhance contrast and detail. Plus, with the rechargeable SolarCell Remote, you can easily access and control Smart TV and all your connected devices. <br /><br /><i>*QLED televisions can produce 100% Color Volume in the DCI-P3 color space," the format for most cinema screens and HDR movies for television.<br />** 32"" Dual LED not available.</i></p>""",Samsung,https://i5.walmartimages.com/asr/88ad7ed0-601e-45a2-9593-f36665430c8b.b4171379de3dfe505a01a9862dd2e193.jpeg,4.6,747.99,,,,,,,,,,
100,1,"LG 70 Class 4K UHD 2160P Smart TV 70UN6955ZUC""","LG-70-Class-4K-UHD-2160P-Smart-TV-70UN6955ZUC""",LG,70UN6955ZUC,"Real 4K clarity. A full display for fuller entertainment. It's Ultra High Definition in a real 4K display for four times the resolution of Full HD. A powerful processor enhances color; contrast; and clarity; while webOS and LG Channels deliver a huge library of content right to your fingertips. There' more to love about your TV. LG UHD checks off your wishlist of features without the price tag. Ultra High Definition displays detail the 4K resolution you demand. Picture quality delivers on color; contrast and clarity. Smart features open more control to your home and entertainment. The LG 70 4K UHD UN6955 Smart TV is beautiful entertainment at a beautiful price.""",LG Electronics,https://i5.walmartimages.com/asr/3fc8517a-92f0-4b73-b289-545398ae5a71.1146a15cbb79e9eddcecf4477bf739a4.jpeg,4.3,749.99,,,,,,,,,,,,,,
